Algorithm: Prim's MST
55701 52001 12
52001 73378 20
17306 43905 30
11230 44065 30
25097 44133 30
14415 44238 30
31420 44262 30
44262 13502 8
3706 44955 30
6563 45052 30
45052 91820 11
7169 45108 30
45108 54060 1
54060 80726 12
54060 3159 20
3159 58418 16
58418 38653 18
58418 75981 20
54060 20755 22
54060 53897 27
20755 24319 29
24319 78153 13
78153 69521 12
24319 25064 15
25064 22419 23
22419 53812 19
53812 15301 8
53812 48308 19
53812 86987 26
24319 45238 29
45238 73254 8
73254 83086 15
79171 45273 30
45273 69750 9
69750 71688 5
71688 20975 20
20975 7641 18
45273 24816 29
24816 38170 14
38170 72471 4
72471 43477 2
43477 22114 7
72471 49352 12
49352 34971 9
38170 62511 12
62511 75156 11
75156 96322 7
49352 93453 13
93453 42052 1
22114 11894 22
11894 75469 10
22114 80265 26
80265 94466 12
43477 50946 28
21484 45307 30
22396 45830 30
45830 71547 27
71547 51664 4
51664 73011 22
4967 46008 30
46008 73734 7
35408 46339 30
56866 46492 30
46492 58519 11
58519 5654 12
58519 94229 15
92806 46552 30
1402 46664 30
46664 79437 22
79437 53578 16
48329 46691 30
24840 46842 30
9918 47022 30
47022 80952 12
33208 47146 30
54631 47297 30
47297 66228 27
42324 47328 30
47328 45584 13
47328 49472 19
49472 85075 6
85075 62956 12
49472 56431 15
2798 47340 30
47340 17038 5
17038 53224 4
53224 14256 1
17038 41734 8
21229 47547 30
65563 47587 30
47587 57887 5
47587 25846 7
57887 74237 17
47587 37108 20
37108 7615 2
7615 63449 8
37108 58780 16
40344 47739 30
47739 25267 16
47739 91106 18
63758 47818 30
47818 10796 20
41283 47825 30
47825 92234 1
47825 9071 20
9071 90743 20
52017 47845 30
47845 61527 15
61527 85506 10
85506 96143 25
61527 27023 27
27023 17978 2
27023 24549 17
24549 6042 15
6042 66041 12
17978 83248 17
6042 16864 25
16864 21074 11
16864 52654 26
52654 42031 25
42031 67865 14
36729 47852 30
9796 48066 30
28735 48098 30
36416 48184 30
61202 48289 30
71992 48309 30
19546 48389 30
7867 48500 30
48500 2359 16
2359 4793 1
4793 18909 14
4793 14059 17
18909 26895 20
14059 14390 23
14390 26585 6
26585 62412 6
14390 27477 20
27477 54256 22
14059 15336 24
15336 99567 22
54256 65805 25
48500 76872 27
99567 39837 29
39837 13053 8
13053 82741 3
29882 48627 30
48627 18821 2
18821 52340 11
52340 95160 19
63324 48646 30
48646 7992 19
7992 90971 2
48646 61868 21
2776 48659 30
62317 48733 30
62074 48933 30
99298 49010 30
11462 49288 30
49288 98048 1
98048 24935 10
49288 3892 25
24935 85148 29
24670 49411 30
83888 49771 30
49771 70738 22
70738 87259 19
31766 49982 30
49982 40103 30
49822 50091 30
20597 50476 30
50476 91630 18
50476 74276 24
50476 12118 30
12118 76245 4
12118 19107 9
19107 68144 11
76245 88401 23
88401 81370 15
81370 46244 11
81370 8422 18
81370 92507 22
92507 47436 2
8422 12463 25
12463 22278 27
22278 81944 18
22278 31177 19
31177 52162 3
31177 4576 9
31177 9114 10
9114 27632 8
9114 1272 13
22278 83909 20
83909 28254 4
28254 37359 1
83909 81856 4
28254 26709 17
22278 27731 24
27632 43877 24
43877 44907 24
14638 50573 30
50573 43357 17
78459 50576 30
28307 50647 30
50647 25749 20
25749 67138 23
67919 50657 30
50657 235 17
3866 50709 30
50709 15561 12
18440 50822 30
54893 50852 30
50852 58132 15
17878 50884 30
20287 51100 30
83471 51121 30
51121 82631 14
82631 81641 4
81641 25053 2
82631 85231 10
81641 55954 29
16885 51127 30
51127 13645 3
51127 59592 10
13645 46752 22
46752 93747 3
46752 4483 23
52156 51159 30
51159 56397 6
56397 70428 21
70428 81069 9
29289 51160 30
51160 15871 2
15871 13841 18
15871 78314 25
78314 66330 20
66330 96127 14
96127 58459 1
58459 51658 13
66330 20741 29
20741 22343 1
22343 22167 1
22167 78476 6
78476 27501 7
20741 32782 11
27501 57401 16
27501 32965 17
32965 27653 8
27501 38143 21
27653 9263 22
78476 22848 26
120 51594 30
22299 51711 30
51711 65126 8
65126 99936 10
35215 51762 30
51762 51129 13
51129 69074 11
51129 73532 19
57108 51860 30
68942 51887 30
49011 51940 30
13332 52082 30
60127 52237 30
20511 52258 30
15549 52310 30
49950 52483 30
45891 52495 30
52495 28315 24
28315 26676 15
26676 5773 7
5773 27665 20
27665 10689 11
27665 29836 11
27665 77277 25
23439 52605 30
52605 58723 2
58723 54124 13
52605 40479 25
40479 99534 10
99534 8145 7
8145 19044 18
8145 58254 29
38569 52609 30
52609 55265 13
18339 52657 30
40033 52856 30
57699 52936 30
4270 53096 30
53096 98961 25
98961 21640 20
36100 53160 30
2882 53291 30
53291 53264 8
58635 53306 30
53306 80460 25
2128 53406 30
53406 66544 18
53406 84863 23
84863 90111 18
90111 74101 25
74101 65214 19
65214 44750 5
20697 53874 30
27269 53974 30
53974 26722 29
26722 26228 9
26228 38519 4
26722 43124 12
38519 42107 15
42107 99626 1
26228 41925 17
41925 72027 12
41925 7786 15
7786 3299 14
7786 43157 21
43124 20240 25
20240 21539 5
21539 42932 9
11337 54273 30
54273 99390 19
37173 54563 30
54563 86855 24
82844 54613 30
79275 54684 30
14750 54755 30
60513 54942 30
54942 39594 1
54942 87966 16
87966 36858 5
54942 14748 21
14748 25527 8
25527 20627 5
25527 91979 10
91979 30948 20
36858 89167 22
20627 31689 26
31689 13299 1
13299 3771 29
3771 28218 3
3771 31478 23
13051 55394 30
55394 78759 28
78759 17715 14
10698 55431 30
55431 79136 26
79136 31040 16
67113 55463 30
55463 71446 15
55463 87542 23
87542 74017 24
74017 50985 12
50985 40671 7
74017 81772 17
50985 70263 18
70263 81925 11
81925 45742 14
40671 95343 23
95343 83143 10
83143 50076 21
50076 5639 2
50076 61274 6
50076 74811 13
74811 51833 7
51833 96973 9
5639 2709 17
61274 36365 26
24567 55505 30
55505 84931 2
8186 55622 30
50975 55670 30
49685 55688 30
55688 36345 16
55688 84483 19
47478 55940 30
92713 55983 30
86687 56111 30
10193 56113 30
56113 78638 13
56113 41467 14
56113 70498 18
41467 28401 27
28401 847 21
847 94765 12
94765 32052 3
32052 90332 1
32052 27015 7
32052 9125 16
90332 70702 18
28401 44483 21
44483 33059 4
33059 8011 1
44483 60304 20
60304 23018 15
23018 79301 17
79301 8148 19
847 14870 26
8011 68066 28
8148 40383 30
88441 56249 30
32347 56345 30
56345 40592 11
40592 30120 11
30120 70210 4
40592 83875 15
83875 28489 1
28489 1197 5
83875 50961 11
50961 98111 10
1197 5059 19
1197 85589 20
85589 88775 14
1197 58570 26
32609 56506 30
30685 56685 30
62623 56705 30
47697 56748 30
4031 56780 30
11482 56951 30
56951 71361 23
71361 29419 17
99546 57195 30
57195 85802 8
57195 84478 23
2377 57303 30
57303 66891 4
57303 40258 14
40258 54679 11
66277 57555 30
11758 57626 30
801 57801 30
50588 57979 30
57979 15733 9
15733 4951 24
27700 58103 30
16192 58484 30
58484 63648 20
63648 25388 23
7546 58493 30
58493 52198 24
52198 34704 14
52198 67078 16
34704 44472 23
67078 76853 23
49822 58639 30
58639 53056 5
53056 93398 5
53056 77258 7
77258 28724 6
28724 12349 1
12349 67707 3
93398 67442 13
12349 12201 14
12201 25759 11
28724 50301 14
93398 19973 15
12201 5878 16
25759 35313 17
58639 51624 25
51624 42216 1
67442 64615 25
64615 29787 13
29787 75247 3
29787 17206 4
17206 92672 8
64615 67812 16
67812 24075 9
24075 70567 2
24075 54900 10
67812 9018 11
9018 25848 9
25848 99232 5
70567 77655 17
64615 64193 21
9018 4317 25
4317 80404 12
4317 88579 18
88579 78622 21
78622 19647 25
25759 62726 26
62726 74241 24
74241 38370 5
31052 58667 30
58667 20674 16
20674 38523 12
97748 58685 30
58685 52580 1
26714 58846 30
40052 58883 30
15455 59245 30
59245 16352 28
16352 35602 11
16352 68998 27
68998 93114 20
93114 87010 5
87010 86122 9
86122 85730 11
87010 25668 17
85730 27967 18
27967 51709 10
51709 94275 20
85730 78575 24
59245 23510 28
23510 44517 3
23510 86741 13
86741 96993 19
23510 4976 27
4976 13768 25
44517 58243 27
58243 98074 20
98074 84029 15
98074 70363 19
35602 40089 29
40089 73393 1
80684 59594 30
35130 59620 30
59620 45204 7
59620 49360 9
45204 37016 12
40815 59739 30
59739 69456 3
59739 12568 22
12568 66741 22
12568 27282 24
27282 51886 1
51886 57632 24
64154 59806 30
59806 75968 2
71560 60132 30
60132 14997 25
14997 23421 9
23421 76986 27
76986 88719 5
76986 72816 12
88719 33319 23
33319 21400 9
33319 49149 10
21400 26330 14
26330 89609 25
88719 90156 25
90156 91537 10
90156 63040 17
21400 33329 27
73611 60148 30
60148 45170 5
60148 67573 13
60148 85783 19
85783 60131 3
16548 60177 30
8498 60374 30
52474 60418 30
60418 75720 7
75720 70732 13
70732 36329 16
69620 60580 30
13633 60602 30
31241 60682 30
76611 61211 30
61211 59278 6
61211 64075 15
15363 61301 30
61301 12148 17
12148 39596 5
39596 6739 7
12148 5701 17
61301 42087 22
42087 34537 16
34537 34313 23
34313 54005 7
34313 64884 9
64884 63551 5
63551 13536 2
13536 51020 11
51020 32455 15
32455 64376 19
34313 71345 20
71345 12139 12
12139 41347 10
12139 26477 12
12139 99119 19
99119 21636 9
21636 92934 3
92934 68033 10
68033 81702 3
32455 95209 20
21636 26731 22
95209 95262 22
95262 78430 13
78430 89381 19
89381 59913 9
59913 46748 21
6739 29124 24
29124 6654 15
6654 86408 7
46748 88317 24
46748 44636 25
44636 53643 1
34313 15940 26
41347 26675 26
26675 18984 27
44636 90202 28
81702 63169 29
63169 24256 14
24256 37345 22
37345 17354 28
34537 63783 29
63551 65390 29
65390 88649 10
65390 99395 28
12148 13876 30
13876 23376 3
23376 21292 3
21292 9283 2
13876 32354 15
32354 2812 16
2812 23323 1
9283 11424 18
11424 63609 3
21292 47919 18
47919 28682 13
28682 1342 15
1342 4962 3
32354 93111 19
11424 22281 21
22281 77626 7
28682 19162 23
19162 77821 6
11424 49575 30
61301 56598 30
77221 61661 30
63541 61824 30
61824 46356 10
46356 27267 20
27267 54638 7
46356 66711 20
95 62348 30
62348 91567 28
91567 13394 26
57398 62456 30
62456 65748 22
16753 62632 30
62632 43786 3
43786 37689 13
37689 43555 27
22756 62918 30
1832 63512 30
82924 63542 30
63542 77754 14
77754 3046 1
77754 18966 1
36214 63711 30
63711 27586 4
27586 62143 6
27586 69732 9
69732 34445 21
34445 84366 16
51645 63751 30
67062 63970 30
63970 17563 1
17563 62242 2
17563 38032 14
38032 50404 14
17563 46120 22
17563 76420 22
46120 107 24
107 41570 6
41570 98676 25
107 223 27
223 52312 20
223 2737 24
2737 13983 12
107 5438 27
5438 77613 7
77613 76188 5
77613 71961 6
5438 68455 10
5438 42002 19
42002 75285 17
75285 51117 22
75285 54137 24
54137 87937 17
87937 32850 13
32850 31023 10
87937 49584 17
49584 88014 2
49584 14666 5
14666 2017 19
51117 36847 26
36847 42805 10
36847 94662 22
94662 29210 10
29210 21747 14
94662 43319 25
43319 67988 11
43319 40753 20
40753 64890 8
67988 66742 24
17563 9666 29
9666 54226 16
54226 10003 1
10003 1507 6
1507 902 4
10003 21696 8
1507 53065 8
21696 6997 20
6997 26061 10
26061 68983 17
21696 77943 20
9666 25415 25
21696 89878 26
6997 54206 29
54226 89399 29
13983 751 30
902 2567 30
2567 10077 6
10077 12705 23
12705 56033 14
10077 31034 28
31034 14841 29
14841 34349 15
34349 11328 9
29149 64016 30
64016 85099 20
85099 98579 10
13671 64086 30
64086 81980 17
81980 94954 25
94954 66022 4
94954 35245 12
66022 34566 16
69372 64143 30
91748 64249 30
19025 64332 30
12850 64416 30
23556 64424 30
24234 64537 30
39517 64776 30
64776 98619 8
58833 64844 30
64844 12198 4
2434 65024 30
6295 65067 30
65067 47447 10
65067 60658 11
60658 74520 10
60658 69090 15
60658 76637 17
47447 13458 18
47447 93048 21
74520 23115 26
23115 98286 28
98286 66219 10
98286 1821 27
1288 65180 30
65180 68672 3
65180 31179 7
31179 74516 8
31179 45912 10
45912 19359 6
19359 3328 16
19359 94184 19
94184 37491 13
94184 77608 20
77608 41716 5
41716 90186 22
94184 86663 27
41497 65369 30
65369 62745 1
62745 60569 1
62745 24085 4
24085 87517 23
60569 95698 29
12839 65419 30
65419 60226 19
60226 43523 10
60226 35271 30
35271 47892 29
47892 60606 26
33723 65502 30
65502 14596 20
46944 65644 30
6429 65654 30
1072 65715 30
78524 65743 30
65743 46449 23
46449 41257 20
43091 65758 30
11666 66037 30
45575 66167 30
66167 56586 4
56586 65078 7
65078 37128 21
37128 91791 9
37128 3134 24
3134 38327 12
91791 69267 27
1107 66258 30
66258 30899 1
66258 68937 2
30899 13656 10
13656 65173 2
13656 75168 5
30899 92532 17
68937 97485 27
42480 66575 30
66575 80375 23
80375 57651 19
80375 13182 29
55775 66724 30
66724 71942 3
66724 9164 11
71890 66792 30
1887 66825 30
19066 66838 30
66838 31629 18
66838 28672 20
28672 32545 30
32545 37387 1
32545 74310 13
32134 66904 30
66904 9514 15
9514 16777 12
16777 84287 1
84287 45641 2
45641 68768 1
16777 7774 4
7774 2277 2
2277 6381 5
68768 4506 7
6381 35352 14
7774 8857 19
8857 41949 1
41949 99147 13
13069 66999 30
2955 67022 30
67022 43950 16
4024 67063 30
67063 51841 16
67063 82872 16
6599 67142 30
54365 67364 30
55376 67381 30
71537 67398 30
67398 12030 18
84436 67412 30
1589 67509 30
67509 69077 4
69077 32629 30
32629 2354 24
2354 6439 16
6439 21547 6
21547 2681 5
60047 67939 30
28667 68015 30
68015 61140 9
68015 91301 9
91993 68190 30
68190 55358 17
87491 68528 30
68528 10055 13
10055 1009 8
10055 20144 10
10055 18332 16
10055 12965 19
12965 64223 7
64223 79205 16
20144 15584 19
20144 12905 22
12905 18028 16
79205 57942 22
15584 3087 27
3087 39956 13
39956 9078 15
9078 46308 4
12965 40400 28
50152 68641 30
68641 67681 10
67266 68789 30
68789 71751 29
71751 6664 30
6664 568 14
6664 10717 19
10717 55788 26
568 56923 26
56923 86769 27
86769 35704 9
35704 89796 20
568 72662 29
72662 65638 20
65638 34927 4
34927 18570 6
18570 55413 6
55413 58561 1
55413 77529 7
58561 61450 8
34927 21969 12
21969 27516 7
18570 87613 18
87613 70526 3
70526 54784 9
54784 44404 1
87613 49791 20
60085 69019 30
69019 94682 9
64744 69020 30
11376 69025 30
69025 82319 25
44404 69042 30
69042 70616 8
90068 69081 30
40401 69190 30
30955 69252 30
69252 39905 10
44318 69332 30
29412 69517 30
49601 69634 30
80610 69699 30
69699 19071 20
19071 91129 21
65876 69743 30
69743 2433 26
2433 13889 6
2433 35887 9
13889 26235 20
26235 46374 14
26235 67783 14
67783 72463 2
72463 39094 9
39094 51372 11
72463 59183 11
67783 80639 12
80639 10375 12
51372 70857 15
26235 3992 16
3992 13467 3
51372 77533 16
10375 26211 18
2433 28005 20
67783 97177 21
56569 69772 30
69772 26209 13
26209 31002 20
352 70122 30
86041 70267 30
70267 11282 16
11282 13468 23
70267 28749 25
28749 75371 18
75371 16084 18
16084 70110 13
75371 44337 24
44337 76762 3
44337 92960 27
11282 21233 28
21233 52445 7
21233 74243 8
13468 8965 30
4357 70356 30
32009 70381 30
70381 50463 5
50463 26958 3
50463 36618 6
26958 55629 13
26958 37984 14
37984 87308 4
70381 55753 20
44174 70391 30
13191 70599 30
54648 70630 30
70630 15939 24
15939 20931 1
20931 75323 3
15939 50014 16
20931 37086 19
15939 24131 25
24131 24149 13
24149 34627 21
34627 11978 5
75323 57593 28
57593 17506 24
17506 93659 5
93659 98854 10
98854 77079 27
11978 67183 28
82764 70811 30
42511 71220 30
19596 71243 30
34302 71307 30
71307 86102 12
86102 14090 5
14090 96361 14
96361 6201 14
6201 31750 16
6201 20303 17
20303 97361 5
96361 43928 17
43928 59544 13
97361 55338 17
97361 33882 26
33882 3581 11
3581 70382 1
3581 55205 6
55205 99589 15
99589 4569 28
4569 3763 17
3763 92826 1
4569 10404 18
10404 53114 5
92826 23784 28
23784 3083 13
3083 2445 25
2445 16181 10
2445 4916 25
82005 71341 30
11530 71437 30
71437 32127 2
32127 85369 14
21550 71553 30
12336 71712 30
11383 71788 30
47310 71946 30
71946 30155 9
30155 7082 5
7082 80157 8
80157 57522 19
71946 78565 25
78565 73252 10
73252 4072 28
21706 71953 30
79760 72042 30
99632 72220 30
72220 65337 15
65337 5058 8
65337 32578 27
32578 67647 1
67647 7243 4
7243 7368 3
7243 38034 13
32578 8836 21
8836 30792 1
7243 62557 21
38034 59785 23
7368 9192 24
9192 21463 12
67647 62255 24
62255 87407 4
38034 10916 25
21463 53233 26
32578 46455 27
46455 59445 17
59445 86852 20
86852 50894 15
86852 85439 16
85439 90956 25
10916 78588 27
9192 57339 28
59785 11361 30
60853 72375 30
72183 72410 30
72410 89528 29
89528 36730 30
36730 60823 11
60823 7780 11
36730 24699 15
24699 36766 5
36766 19298 4
19298 15108 10
24699 67365 20
67365 76691 2
67365 28000 9
28000 39498 11
76691 13964 16
28000 7248 17
36730 42611 23
42611 74758 9
42611 3124 10
3124 92071 7
92071 85910 13
85910 38658 24
38658 47794 6
15108 74485 24
74485 1810 7
1810 82188 3
1810 2077 7
28000 14300 25
14300 89973 20
89973 29492 13
14300 169 24
169 301 14
169 70600 18
301 3620 24
3620 77172 9
169 9976 24
9976 68662 3
68662 77744 16
77744 52455 22
15108 24652 25
24652 66553 18
66553 20025 4
20025 98441 14
98441 15027 16
15027 41224 4
41224 32920 24
32920 32890 3
32890 74063 8
32920 8535 10
8535 42181 22
42181 85270 9
7248 81384 26
81384 24434 14
74758 48323 27
48323 84952 18
84952 84765 8
7780 19609 28
3620 25720 28
68662 59023 28
15027 14104 29
14104 26814 28
8535 49733 29
74485 57918 29
57918 49443 21
57918 51672 28
169 457 30
457 51734 15
13964 3179 30
3179 8056 3
8056 16241 26
16241 37174 16
16241 41022 16
56432 72608 30
31084 72719 30
72719 74403 6
91684 72833 30
1342 72954 30
72954 74852 8
72954 19114 10
74852 36593 11
36593 32536 26
22241 73293 30
19952 73349 30
85817 73383 30
1762 73404 30
40001 74020 30
74020 23219 3
23219 37227 3
37227 38060 1
37227 49963 3
38060 88889 7
38060 2229 13
38060 90044 15
38060 92061 17
23219 4757 24
4757 5079 25
5079 41126 7
5079 77885 14
4757 2703 29
2703 4650 7
4650 71081 14
2703 1570 30
1996 74160 30
83233 74190 30
74190 54303 4
74190 88880 5
54303 92168 16
92168 5949 4
54303 24523 18
24523 18395 3
24523 86713 5
18395 60517 11
18395 97740 13
24523 46197 14
60517 52039 17
52039 80341 6
80341 58692 16
46197 4110 28
4110 24948 9
4110 36259 23
4110 30308 24
30308 71201 13
88880 24772 30
24772 9799 26
13751 74286 30
22490 74683 30
74683 42762 27
12227 74697 30
21623 75269 30
75269 10288 16
10288 71223 8
10288 71832 10
10288 33542 30
40406 75423 30
80652 75581 30
22966 75706 30
8390 75746 30
84966 75900 30
75900 37249 2
58374 76098 30
29068 76115 30
76115 78170 13
78170 5852 13
5852 80745 18
5852 3304 22
5852 42000 22
42000 27677 2
42000 33870 13
27677 95647 16
33870 9755 21
76115 86209 29
33870 90707 29
90707 37267 10
37267 59645 16
59645 64623 11
64623 14753 22
14753 78018 17
78018 42176 2
42176 72243 8
14753 2994 20
2994 6077 11
6077 48640 3
6077 84635 16
64623 8755 28
8755 40238 28
40238 82623 3
40238 67139 4
82623 81837 5
67139 94664 8
40238 73336 11
40238 39833 21
39833 20917 4
39833 28325 7
39833 96974 7
3304 22121 30
2393 76235 30
36512 76265 30
76265 42150 8
42150 46320 3
46320 23656 6
23656 20165 22
20165 10585 29
42150 13295 29
30974 76336 30
41565 76624 30
38615 76689 30
36002 76913 30
46774 77033 30
66350 77106 30
77106 76286 4
14450 77204 30
77204 29758 25
29758 65061 8
65061 54350 23
54350 42588 15
78464 77234 30
30181 77331 30
77331 77904 1
26184 77443 30
24319 77716 30
77716 49818 11
52857 78006 30
18199 78010 30
78010 26704 13
26704 29748 10
29748 97433 20
97433 53405 22
53405 38701 3
38701 55887 10
53405 80871 14
80871 22477 5
80871 36994 12
80871 68049 17
97433 61619 22
61619 51700 1
61619 66308 7
61619 93444 23
93444 71977 13
26704 32469 25
32469 96355 8
38701 78211 26
22477 52283 27
52283 25611 23
25611 43338 17
25611 4454 18
4454 24286 1
4454 479 26
479 94381 2
479 15118 4
479 51399 4
15118 47399 7
479 14805 9
479 16771 15
15118 60832 22
14805 36582 24
36582 19612 25
36582 83562 25
16771 78748 26
479 168 29
83562 94858 29
94858 97201 6
97201 79435 29
15118 2051 30
29756 78023 30
78023 60520 30
60520 31751 4
60520 56248 12
56248 29799 19
29799 83526 14
83526 3037 20
3037 16137 11
3037 43563 11
43563 22552 7
22552 95259 8
43563 15740 11
95259 40943 17
40943 43035 9
43035 47674 21
47674 22432 10
22432 92419 13
29799 48679 25
48679 76829 1
3037 17076 26
17076 79930 10
48679 64324 26
64324 95711 7
95711 71489 2
71489 89977 11
89977 60400 4
71489 10485 17
47674 12634 28
12634 7048 4
71489 72283 28
71489 23665 29
32320 78065 30
88151 78217 30
27893 78253 30
49239 78640 30
78640 62734 20
48774 78672 30
94125 78816 30
78816 19652 26
19652 3840 28
3840 43705 18
43705 80080 13
80080 83146 11
3930 78845 30
11161 78937 30
27567 79053 30
79053 54431 4
54431 75652 19
16387 79125 30
51767 79209 30
25418 79245 30
8746 79335 30
47714 79613 30
61939 79704 30
57607 79722 30
79722 92402 17
55444 79886 30
20966 79919 30
99124 79934 30
